HTML,TAG,TC,LTC,TG,P,CTTD
"<a href=""https://nasional.tempo.co"" title=""Politik"">Nasional</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""https://bisnis.tempo.co"" title=""Bisnis"">Bisnis</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""https://metro.tempo.co"" title=""Metro"">Metro</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""https://dunia.tempo.co"" title=""Dunia"">Dunia</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
"<div id=""main-menu-sub""></div>",['div'],0,0,1,0,0
<ul></ul>,['ul'],0,0,1,0,0
<li>Bola</li>,['li'],1,0,1,0,2.0
<ul></ul>,['ul'],0,0,1,0,0
"<li><a href=""https://bola.tempo.co"" title=""Bola"">Bola</a></li>","['li', 'a']",0,1,4,0,4.5
"<li><a href=""https://sport.tempo.co"" title=""Sport"">Sport</a></li>","['li', 'a']",0,1,4,0,4.5
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,0,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""https://gaya.tempo.co"" title=""Gaya"">Gaya</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""https://seleb.tempo.co"" title=""Seleb"">Seleb</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""https://cantik.tempo.co"" title=""Cantik"">Cantik</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
"<li class=""selected""></li>",['li'],0,0,1,0,0
"<a href=""https://tekno.tempo.co"" title=""Tekno"">Tekno</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""http://otomotif.tempo.co"" title=""Otomotif"">Otomotif</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""https://travel.tempo.co"" title=""Travel"">Travel</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""http://foto.tempo.co"" title=""Foto"">Foto</a>",['a'],0,1,2,0,2.5
,[],0,0,1,0,0
"<li><a href=""https://video.tempo.co"" title=""Video"">Video</a></li>","['li', 'a']",0,1,4,0,4.5
"<li><a href=""http://grafis.tempo.co"" title=""Grafis"">Grafis</a></li>","['li', 'a']",0,1,4,0,4.5
"<li><a href=""https://kolom.tempo.co"">Kolom</a></li>","['li', 'a']",0,1,4,0,4.5
"<li><a href=""https://www.tempo.co/indeks"" title=""Indeks"">Indeks</a></li>","['li', 'a']",0,1,4,0,4.5
,[],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,1,0,0
"<div class=""pages-col""></div>",['div'],0,0,1,0,0
"<div class=""blocking m15-b"" style=""text-align:center;""></div>",['div'],0,0,1,0,0
"<div id=""div-gpt-ad-1432034735081-1"" style=""height:auto; width:auto; text-align:center;""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,2,0,0
"<div class=""right-col""></div>",['div'],0,0,1,0,0
"<div class=""w300 m10-b""></div>",['div'],0,0,1,0,0
"<div class=""banner300x250 top""></div>",['div'],0,0,1,0,0
"<div id=""div-gpt-ad-1422512954465-1"" style=""width:300px; height:auto;padding-bottom:3px;""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"<div class=""banner300x250""></div>",['div'],0,0,3,0,0
"<div id=""div-gpt-ad-1422512954465-2"" style=""width:300px; height:auto;padding-bottom:3px;""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"<div class=""banner300x250""></div>",['div'],0,0,3,0,0
"<div id=""div-gpt-ad-1422512954465-3"" style=""width:300px; height:auto;""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
" <div class=""blocking m15-t m15-b""></div>",['div'],0,0,3,0,0
"<div id=""tops""></div>",['div'],0,0,1,0,0
"<h2 class=""title"">Top 10 Teknologi</h2>",['h2'],3,0,2,0,5.0
"<div id=""tops-1""></div>",['div'],0,0,1,0,0
"<span class=""number"">1</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/03/061809188/iphone-6-plus-terbakar-di-saku-terdengar-letupan-lalu"" title=""iPhone 6 Plus Terbakar di Saku, Terdengar Letupan Lalu..."">iPhone 6 Plus Terbakar di Saku, Terdengar Letupan Lalu...</a></h3>","['h3', 'a']",0,9,4,0,8.5
"<span class=""number"">2</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/03/172809222/samsung-pay-sudah-beroperasi-di-9-negara"" title=""Samsung Pay Sudah Beroperasi di 9 Negara  "">Samsung Pay Sudah Beroperasi di 9 Negara  </a></h3>","['h3', 'a']",0,7,4,0,7.5
"<span class=""number"">3</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/03/172809216/apple-akan-sisipkan-iklan-di-app-store"" title=""Apple Akan Sisipkan Iklan di App Store  "">Apple Akan Sisipkan Iklan di App Store  </a></h3>","['h3', 'a']",0,7,4,0,7.5
"<span class=""number"">4</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/03/061809161/mengintip-proses-merobohkan-bangunan-tinggi-di-indonesia"" title=""Mengintip Proses Merobohkan Bangunan Tinggi di Indonesia"">Mengintip Proses Merobohkan Bangunan Tinggi di Indonesia</a></h3>","['h3', 'a']",0,7,4,0,7.5
"<span class=""number"">5</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/03/097809213/iphone-7-segera-masuk-malaysia-bagaimana-indonesia"" title=""iPhone 7 Segera Masuk Malaysia, Bagaimana Indonesia?  "">iPhone 7 Segera Masuk Malaysia, Bagaimana Indonesia?  </a></h3>","['h3', 'a']",0,7,4,0,7.5
"<span class=""number"">6</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/03/061809272/yoshinori-ohsumi-menerima-nobel-bidang-kedokteran"" title=""Yoshinori Ohsumi Menerima Nobel Bidang Kedokteran"">Yoshinori Ohsumi Menerima Nobel Bidang Kedokteran</a></h3>","['h3', 'a']",0,6,4,0,7.0
"<span class=""number"">7</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/03/061809160/ketika-perusahaan-perangkat-lunak-masuk-kampus-nasional"" title=""Ketika Perusahaan Perangkat Lunak Masuk Kampus Nasional"">Ketika Perusahaan Perangkat Lunak Masuk Kampus Nasional</a></h3>","['h3', 'a']",0,7,4,0,7.5
"<span class=""number"">8</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/04/172809423/samsung-z2-mulai-dipasarkan-di-indonesia"" title=""Samsung Z2 Mulai Dipasarkan di Indonesia  "">Samsung Z2 Mulai Dipasarkan di Indonesia  </a></h3>","['h3', 'a']",0,6,4,0,7.0
"<span class=""number"">9</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/04/061809413/dji-mavic-pro-atau-gopro-karma-ini-yang-lebih-tangguh"" title=""DJI Mavic Pro atau GoPro Karma, Ini yang Lebih Tangguh"">DJI Mavic Pro atau GoPro Karma, Ini yang Lebih Tangguh</a></h3>","['h3', 'a']",0,10,4,0,9.0
"<span class=""number"">10</span>",['span'],1,0,2,0,3.0
"<h3><a href=""https://tekno.tempo.co/read/news/2016/10/04/072809430/samsung-luncurkan-ulang-galaxy-note-7-secara-global"" title=""Samsung Luncurkan Ulang Galaxy Note 7 Secara Global  "">Samsung Luncurkan Ulang Galaxy Note 7 Secara Global  </a></h3>","['h3', 'a']",0,8,4,0,8.0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
"<div id=""widget_foto"" kanal=""tekno""></div> <div class=""blocking m15-b bgw""></div>","['div', 'div']",0,0,3,0,0
"<h2 class=""title"">Grafis<span class=""more""><a href=""http://grafis.tempo.co"">+</a></span></h2>","['h2', 'span', 'a']",0,1,6,0,6.5
"<ul class=""list-double""><li><a href=""http://grafis.tempo.co/read/flashgrafis/2016/08/24/780/ketika-angka-berbicara-candu-rokok-dan-pajak-dosa"" title=""Ketika Angka Berbicara Candu Rokok dan Pajak Dosa""><img alt=""Ketika Angka Berbicara Candu Rokok dan Pajak Dosa"" src=""https://cdn.tmpo.co/data/2015/08/28/id_431839/431839_300.jpg""/></a><h4><a href=""http://grafis.tempo.co/read/flashgrafis/2016/08/24/780/ketika-angka-berbicara-candu-rokok-dan-pajak-dosa"" title=""Ketika Angka Berbicara Candu Rokok dan Pajak Dosa"">Ketika Angka Berbicara Candu Rokok dan Pajak Dosa</a></h4></li><li><a href=""http://grafis.tempo.co/read/flashgrafis/2016/08/19/779/fakta-fakta-di-balik-medali-emas-tontowi-liliyana"" title=""Fakta-fakta di Balik Medali Emas Tontowi/Liliyana""><img alt=""Fakta-fakta di Balik Medali Emas Tontowi/Liliyana"" src=""https://cdn.tmpo.co/data/2016/08/18/id_531569/531569_300.jpg""/></a><h4><a href=""http://grafis.tempo.co/read/flashgrafis/2016/08/19/779/fakta-fakta-di-balik-medali-emas-tontowi-liliyana"" title=""Fakta-fakta di Balik Medali Emas Tontowi/Liliyana"">Fakta-fakta di Balik Medali Emas Tontowi/Liliyana</a></h4></li></ul>","['ul', 'li', 'a', 'img', 'h4', 'a', 'li', 'a', 'img', 'h4', 'a']",-1,14,22,0,28.0
" <div class=""right-fixed""></div>",['div'],0,0,2,0,0
"<div id=""widget_video"" kanal=""tekno""></div>",['div'],0,0,2,0,0
"<div class=""banner300x250 top""></div>",['div'],0,0,1,0,0
"<div id=""div-gpt-ad-1422512954465-4"" style=""width:300px; height:auto;""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,2,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,0,0,0
"<div class=""left-col""></div>",['div'],0,0,1,0,0
"<div class=""w160 m10-b""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"<div id=""div-gpt-ad-1432034735081-0"" style=""height:600px; width:160px;""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
" <div class=""blocking m15-b""></div>",['div'],0,0,2,0,0
"<div id=""tops""></div>",['div'],0,0,1,0,0
"<h2 class=""title"">Terpopuler</h2>",['h2'],1,0,2,0,3.0
"<div id=""tops-1""></div>",['div'],0,0,1,0,0
"<span class=""number small"">1</span>",['span'],1,0,2,0,3.0
"<h3 class=""small""><a href=""https://nasional.tempo.co/read/news/2016/10/03/063809248/pengakuan-istri-kedua-sanusi-soal-rumah-rp-16-5-miliar"" title=""Pengakuan Istri Kedua Sanusi Soal Rumah Rp 16,5 Miliar"">Pengakuan Istri Kedua Sanusi Soal Rumah Rp 16,5 Miliar</a></h3><span class=""number small"">2</span>","['h3', 'a', 'span']",0,9,6,0,10.5
"<h3 class=""small""><a href=""https://metro.tempo.co/read/news/2016/10/03/083809283/ratna-sarumpaet-kalau-saya-presiden-luhut-saya-bui"" title=""Ratna Sarumpaet: Kalau Saya Presiden, Luhut Saya Bui!  "">Ratna Sarumpaet: Kalau Saya Presiden, Luhut Saya Bui!  </a></h3><span class=""number small"">3</span>","['h3', 'a', 'span']",1,8,6,0,11.0
"<h3 class=""small""><a href=""https://seleb.tempo.co/read/news/2016/10/03/219809282/raffi-ahmad-selingkuh-nagita-slavina-menjawab"" title=""Raffi Ahmad Selingkuh, Nagita Slavina Menjawab"">Raffi Ahmad Selingkuh, Nagita Slavina Menjawab</a></h3><span class=""number small"">4</span>","['h3', 'a', 'span']",0,6,6,0,9.0
"<h3 class=""small""><a href=""https://metro.tempo.co/read/news/2016/10/03/064809182/ibu-yang-mutilasi-anak-ternyata-istri-anggota-provos-polda-metro"" title=""Ibu yang Mutilasi Anak Ternyata Istri Anggota Provos Polda Metro"">Ibu yang Mutilasi Anak Ternyata Istri Anggota Provos Polda Metro</a></h3><span class=""number small"">5</span>","['h3', 'a', 'span']",0,10,6,0,11.0
"<h3 class=""small""><a href=""https://nasional.tempo.co/read/news/2016/10/03/063809270/kisah-sanusi-istri-kedua-cinta-bermula-di-thamrin-city"" title=""Kisah Sanusi &amp; Istri Kedua, Cinta Bermula di Thamrin City  "">Kisah Sanusi &amp; Istri Kedua, Cinta Bermula di Thamrin City  </a></h3><span class=""number small"">6</span>","['h3', 'a', 'span']",1,10,6,0,12.0
"<h3 class=""small""><a href=""https://nasional.tempo.co/read/news/2016/10/03/063809219/anya-geraldine-blakblakan-alasan-mengunggah-video-mesra"" title=""Anya Geraldine Blakblakan Alasan Mengunggah Video Mesra  "">Anya Geraldine Blakblakan Alasan Mengunggah Video Mesra  </a></h3><span class=""number small"">7</span>","['h3', 'a', 'span']",1,7,6,0,10.5
"<h3 class=""small""><a href=""https://metro.tempo.co/read/news/2016/10/03/083809199/ratna-sarumpaet-ajak-penantang-ahok-kumpulkan-korban-gusuran"" title=""Ratna Sarumpaet Ajak Penantang Ahok Kumpulkan Korban Gusuran  "">Ratna Sarumpaet Ajak Penantang Ahok Kumpulkan Korban Gusuran  </a></h3><span class=""number small"">8</span>","['h3', 'a', 'span']",1,8,6,0,11.0
"<h3 class=""small""><a href=""https://nasional.tempo.co/read/news/2016/10/03/063809276/adegan-kematian-korban-dimas-kanjeng-dijerat-dibekap-dan"" title=""Adegan Kematian Korban Dimas Kanjeng: Dijerat, Dibekap, dan...  "">Adegan Kematian Korban Dimas Kanjeng: Dijerat, Dibekap, dan...  </a></h3><span class=""number small"">9</span>","['h3', 'a', 'span']",1,8,6,0,11.0
"<h3 class=""small""><a href=""https://seleb.tempo.co/read/news/2016/10/03/219809206/momen-mesra-anya-geraldine-yang-bakal-dihapus-dari-youtube"" title=""Momen Mesra Anya Geraldine yang Bakal Dihapus dari YouTube"">Momen Mesra Anya Geraldine yang Bakal Dihapus dari YouTube</a></h3><span class=""number small"">10</span>","['h3', 'a', 'span']",0,9,6,0,10.5
"<h3 class=""small""><a href=""https://pilkada.tempo.co/read/news/2016/10/03/304809228/dilema-ahok-antara-sombong-dan-curi-start-kampanye"" title=""Dilema Ahok: Antara Sombong dan Curi Start Kampanye  "">Dilema Ahok: Antara Sombong dan Curi Start Kampanye  </a></h3> ","['h3', 'a']",0,8,5,0,9.0
,[],0,0,1,0,0
" <div id=""widget_tempochanel_160""></div>",['div'],0,0,3,0,0
"<div id=""widget_majalah_kanan""></div>",['div'],0,0,2,0,0
"<div class=""left-fixed""></div>",['div'],0,0,1,0,0
"<div class=""blocking m20-b bgw""></div>",['div'],0,0,1,0,0
"<h2 class=""title"">Berita Pilihan</h2>",['h2'],2,0,2,0,4.0
"<ul class=""list-text""><li><h4><a href=""https://dunia.tempo.co/read/news/2016/10/03/116809118/di-luar-dugaan-rakyat-kolombia-tolak-berdamai-dengan-farc"" title=""Di Luar Dugaan, Rakyat Kolombia Tolak Berdamai dengan FARC   "">Di Luar Dugaan, Rakyat Kolombia Tolak Berdamai dengan FARC   </a></h4></li><li><h4><a href=""https://bisnis.tempo.co/read/news/2016/10/03/090809113/kantong-plastik-di-toko-retail-digratiskan-lagi"" title=""Kantong Plastik di Toko Retail Digratiskan Lagi"">Kantong Plastik di Toko Retail Digratiskan Lagi</a></h4></li><li><h4><a href=""https://nasional.tempo.co/read/news/2016/10/03/058809110/tabrak-burung-pesawat-garuda-batal-terbang-ke-jakarta"" title=""Tabrak Burung, Pesawat Garuda Batal Terbang ke Jakarta"">Tabrak Burung, Pesawat Garuda Batal Terbang ke Jakarta</a></h4></li><li><h4><a href=""https://dunia.tempo.co/read/news/2016/10/03/118809109/presiden-duterte-mohon-maaf-kepada-yahudi"" title=""Presiden Duterte Mohon Maaf kepada Yahudi"">Presiden Duterte Mohon Maaf kepada Yahudi</a></h4></li><li><h4><a href=""https://bola.tempo.co/read/news/2016/10/03/099809107/8-calon-ketua-umum-pssi-ikuti-debat-terbuka"" title=""8 Calon Ketua Umum PSSI Ikuti Debat Terbuka  "">8 Calon Ketua Umum PSSI Ikuti Debat Terbuka  </a></h4></li></ul>","['ul', 'li', 'h4', 'a', 'li', 'h4', 'a', 'li', 'h4', 'a', 'li', 'h4', 'a', 'li', 'h4', 'a']",-3,38,32,0,48.0
 ,[],0,0,2,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
"<div class=""double-block""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"<div class=""center-col""></div>",['div'],0,0,1,0,0
"<div class=""w100 m10-b""></div>",['div'],0,0,1,0,0
"<div class=""artikel""></div>",['div'],0,0,1,0,0
"<ul class=""block-kanal-map""></ul>",['ul'],0,0,1,0,0
"<li><a class=""shadow fade"" href=""https://www.tempo.co"">home</a></li><li><a class=""shadow fade"" href=""#"">teknologi</a></li><li><a class=""shadow fade"" href=""#"">itempo</a></li> ","['li', 'a', 'li', 'a', 'li', 'a']",-2,3,13,0,12.5
<h1></h1>,['h1'],0,0,1,0,0
Samsung Z2 Mulai Dipasarkan di Indonesia  	,[],6,0,1,0,7.0
"<div class=""block-tanggal""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"Selasa, 04 Oktober 2016 | 10:31 WIB",[],7,0,0,0,7.0
,[],0,0,1,0,0
"<div class=""block-display""></div>",['div'],0,0,1,0,0
"<div class=""single-img""></div>",['div'],0,0,1,0,0
"<div class=""share-display fade""></div>",['div'],0,0,1,0,0
<ul></ul>,['ul'],0,0,1,0,0
"<li><a href=""javascript:void(0)"" onclick=""popupwindow('https://www.facebook.com/sharer/sharer.php?u=https://tekno.tempo.co/read/news/2016/10/04/172809423/samsung-z2-mulai-dipasarkan-di-indonesia', 'Share Facebook', 600, 400)"" title=""share facebook""><img alt=""share facebook"" src=""https://cdn.tmpo.co/web/teco/images/fb-img-share.png""/></a></li>","['li', 'a', 'img']",0,0,6,0,0
"<li><a href=""javascript:void(0)"" onclick=""popupwindow('https://twitter.com/home?status=https://tekno.tempo.co/read/news/2016/10/04/172809423/samsung-z2-mulai-dipasarkan-di-indonesia', 'Twitter Share', 600, 400)"" title=""share twitter""><img alt=""share twitter"" src=""https://cdn.tmpo.co/web/teco/images/twitter-img-share.png""/></a></li>","['li', 'a', 'img']",0,0,6,0,0
"<li><a href=""javascript:void(0)"" onclick=""popupwindow('https://plus.google.com/share?url=https://tekno.tempo.co/read/news/2016/10/04/172809423/samsung-z2-mulai-dipasarkan-di-indonesia', 'Google Share', 600, 400)"" title=""share google+""><img alt=""share google+"" src=""https://cdn.tmpo.co/web/teco/images/google-img-share.png""/></a></li>","['li', 'a', 'img']",0,0,6,0,0
"<li><a href=""javascript:void(0)"" onclick=""popupwindow('https://id.pinterest.com/pin/create/button/?url=https://tekno.tempo.co/read/news/2016/10/04/172809423/samsung-z2-mulai-dipasarkan-di-indonesia&amp;media=https://cdn.tmpo.co/data/2016/09/24/id_541863/541863_620.jpg', 'Pinterest', 600, 400)"" title=""share pinterest""><img alt=""share pinterest"" src=""https://cdn.tmpo.co/web/teco/images/pinterest-img-share.png""/></a></li>","['li', 'a', 'img']",0,0,6,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,0,0,0
"<img alt=""Samsung Z2 Mulai Dipasarkan di Indonesia  "" src=""https://cdn.tmpo.co/data/2016/09/24/id_541863/541863_620.jpg""/>",['img'],0,0,1,0,0
,[],0,0,2,0,0
,[],0,0,0,0,0
"<div class=""deskripsi"">Samsung Z2. technoblink.com</div>",['div'],3,0,2,0,5.0
,[],0,0,0,0,0
,[],0,0,1,0,0
,[],0,0,0,0,0
"<p><span style=""color: #666666;""><strong>TEMPO.CO</strong></span>, <span style=""color: #666666;""><strong>Jakarta</strong></span> - <strong></strong>Samsung Electronic mulai mendistribusikan telepon seluler Samsung Z2 di Indonesia. Sepekan lalu, Samsung mengumumkan kehadiran <em>gadget</em> dengan sistem operasi Tizen ini untuk Indonesia.<br/> <br/> Selama sepekan terakhir, iklan produk ini beredar melalui televisi dan media sosial. Namun konsumen di Indonesia masih mengaku kesulitan untuk mendapatkan Samsung Z2 di gerai penjualan setempat. <br/> <br/> Kabar yang dilansir <em>Tizenexpert.com,</em> Selasa, 4 Oktober 2016, menyebutkan Samsung Indonesia menyatakan Z2 mulai didistribusikan awal pekan ini ke seluruh mitra retailnya. Samsung Z2 akan dijual seharga Rp 899 ribu. <br/> <br/> Samsung juga mengatakan Samsung Z2 bekerja pada jaringan 4G LTE, salah satunya melalui operator Smartfren dengan Band 3, Band 5, dan Band 40. Sedangkan sistem berlangganan bisa didapatkan melalui operator lain, Telkomsel. Pengguna dari jaringan lain harus menggunakan kartu kredit untuk membeli aplikasi berbayar dari toko Tizen.<br/> <br/> Toko aplikasi Tizen Store dikabarkan sudah mendapat banyak permintaan dari konsumen, terutama untuk menyediakan aplikasi Blackberry Messenger dan permainan <em>Clash of Clans</em>. Saat ini, Tizen Store memiliki lebih dari 6.500 aplikasi. Sebanyak 2.700 aplikasi secara spesifik diperuntukkan untuk Z2. Sedangkan 1.600 aplikasi lainnya akan tersedia untuk Indonesia.<br/> <br/> <strong>MAYA NAWANGWULAN</strong></p><br/><br/>","['p', 'span', 'strong', 'span', 'strong', 'strong', 'em', 'br', 'br', 'br', 'br', 'em', 'br', 'br', 'br', 'br', 'em', 'br', 'br', 'strong', 'br', 'br']",179,0,44,13,210.0
