HTML,TAG,TC,LTC,TG,P,CTTD
"<ul class=""kcm-nav clearfix""><li class=""""><a class="""" href=""http://news.kompas.com"">News</a><ul class=""clearfix news ""><li><a class="""" href=""http://nasional.kompas.com"">Nasional</a></li><li><a class="""" href=""http://regional.kompas.com"">Regional</a></li><li><a class="""" href=""http://megapolitan.kompas.com"">Megapolitan</a></li><li><a class="""" href=""http://internasional.kompas.com"">Internasional</a></li><li><a class="""" href=""http://olahraga.kompas.com"">Olahraga</a></li><li><a class="""" href=""http://sains.kompas.com"">Sains</a></li><li><a class="""" href=""http://inside.kompas.com/suratpembaca"">Surat Pembaca</a></li><li><a class="""" href=""http://indeks.kompas.com/indeks/index/news"">Indeks</a></li></ul></li><li class=""""><a class=""active"" href=""http://bisniskeuangan.kompas.com"">Ekonomi</a><ul class=""clearfix eko active ""><li><a class="""" href=""http://bisniskeuangan.kompas.com/makro"">Makro</a></li><li><a class="""" href=""http://bisniskeuangan.kompas.com/bisnis"">Bisnis</a></li><li><a class="""" href=""http://bisniskeuangan.kompas.com/keuangan"">Keuangan</a></li><li><a class="""" href=""http://bisniskeuangan.kompas.com/inspirasi"">Inspirasi</a></li><li><a class="""" href=""http://indeks.kompas.com/indeks/index/ekonomi"">Indeks</a></li></ul></li><li class=""""><a class="""" href=""http://bola.kompas.com"">Bola</a><ul class=""clearfix bola ""><li><a class="""" href=""http://bola.kompas.com/ligaindonesia"">Indonesia</a></li><li><a class="""" href=""http://bola.kompas.com/ligainggris"">Inggris</a></li><li><a class="""" href=""http://bola.kompas.com/ligaitalia"">Italia</a></li><li><a class="""" href=""http://bola.kompas.com/ligaspanyol"">Spanyol</a></li><li><a class="""" href=""http://bola.kompas.com/ligachampions"">Champions</a></li><li><a class="""" href=""http://bola.kompas.com/internasional"">Internasional</a></li><li><a class="""" href=""http://bola.kompas.com/ligalain"">Liga Lain</a></li><li><a class="""" href=""http://bola.kompas.com/corner"">Corner</a></li><li><a class="""" href=""http://bola.kompas.com/foto"">Foto</a></li><li><a class="""" href=""http://bola.kompas.com/livescore"">livescore</a></li></ul></li><li class=""""><a class="""" href=""http://tekno.kompas.com"">Tekno</a><ul class=""clearfix tekno ""><li><a class="""" href=""http://tekno.kompas.com/apps"">APPS &amp; OS</a></li><li><a class="""" href=""http://tekno.kompas.com/gadget"">Gadget</a></li><li><a class="""" href=""http://tekno.kompas.com/internet"">Internet</a></li><li><a class="""" href=""http://tekno.kompas.com/hardware"">Hardware</a></li><li><a class="""" href=""http://tekno.kompas.com/business"">Business</a></li><li><a class="""" href=""http://tekno.kompas.com/gallery"">Gallery</a></li><li><a class="""" href=""http://indeks.kompas.com/indeks/index/tekno"">Indeks</a></li></ul></li><li class=""""><a class="""" href=""http://entertainment.kompas.com"">Entertainment</a><ul class=""clearfix enter ""><li><a class="""" href=""http://entertainment.kompas.com/gossips"">Gossips</a></li><li><a class="""" href=""http://entertainment.kompas.com/scenes"">Scenes</a></li><li><a class="""" href=""http://entertainment.kompas.com/music"">Music</a></li><li><a class="""" href=""http://entertainment.kompas.com/events"">Events</a></li><li><a class="""" href=""http://entertainment.kompas.com/gallery"">Gallery</a></li></ul></li><li class=""""><a class="""" href=""http://otomotif.kompas.com"">Otomotif</a><ul class=""clearfix oto ""><li><a class="""" href=""http://otomotif.kompas.com/news"">News</a></li><li><a class="""" href=""http://otomotif.kompas.com/produkmobil"">Mobil</a></li><li><a class="""" href=""http://otomotif.kompas.com/produkmotor"">Motor</a></li><li><a class="""" href=""http://otomotif.kompas.com/sport"">Sport</a></li><li><a class="""" href=""http://otomotif.kompas.com/feature"">Features</a></li><li><a class="""" href=""http://otomotif.kompas.com/komunitas"">Komunitas</a></li><li><a class="""" href=""http://otomotif.kompas.com/galeri"">Galeri</a></li><li><a class="""" href=""#"">Manufaktur</a></li><li><a class="""" href=""http://indeks.kompas.com/indeks/index/otomotif"">Indeks</a></li></ul></li><li class=""""><a class="""" href=""http://health.kompas.com"">Health</a><ul class=""clearfix health ""><li><a class="""" href=""http://health.kompas.com/hottopics"">Hot Topics</a></li><li><a class="""" href=""http://health.kompas.com/healthconcerns"">Health &amp; Concerns</a></li><li><a class="""" href=""http://health.kompas.com/nutrition"">Nutrition</a></li><li><a class="""" href=""http://health.kompas.com/sex"">Sex</a></li><li><a class="""" href=""http://health.kompas.com/fitness"">Fitness</a></li><li><a class="""" href=""http://health.kompas.com/phsychology"">Psychology</a></li><li><a class="""" href=""http://health.kompas.com/konsultasi"">Konsultasi</a></li><li><a class="""" href=""http://indeks.kompas.com/indeks/index/health"">Indeks</a></li></ul></li><li class=""""><a class="""" href=""http://female.kompas.com"">Female</a><ul class=""clearfix female ""><li><a class="""" href=""http://female.kompas.com/beauty"">Beauty</a></li><li><a class="""" href=""http://female.kompas.com/fashion"">Fashion</a></li><li><a class="""" href=""http://female.kompas.com/career"">Career</a></li><li><a class="""" href=""http://female.kompas.com/relationship"">Relationship</a></li><li><a class="""" href=""http://female.kompas.com/femalehood"">Femalehood</a></li><li><a class="""" href=""http://female.kompas.com/parentopedia"">Parentopedia</a></li></ul></li><li class=""""><a class="""" href=""http://properti.kompas.com"">Properti</a><ul class=""clearfix properti ""><li><a class="""" href=""http://properti.kompas.com/umum"">News</a></li><li><a class="""" href=""http://properti.kompas.com/hunian"">Hunian</a></li><li><a class="""" href=""http://properti.kompas.com/arsitektur"">Arsitektur</a></li><li><a class="""" href=""http://properti.kompas.com/beranda"">Beranda</a></li><li><a class="""" href=""http://properti.kompas.com/konsultasi"">Konsultasi</a></li><li><a class="""" href=""http://properti.kompas.com/figur"">Figur</a></li><li><a class="""" href=""http://properti.kompas.com/tips"">Tips</a></li><li><a class="""" href=""http://properti.kompas.com/galleri360"">Galeri 360</a></li><li><a class="""" href=""http://indeks.kompas.com/indeks/index/properti"">Indeks</a></li></ul></li><li class=""""><a class="""" href=""http://travel.kompas.com"">Travel</a><ul class=""clearfix travel ""><li><a class="""" href=""http://travel.kompas.com/news"">News</a></li><li><a class="""" href=""http://travel.kompas.com/travel-story"">Travel Story</a></li><li><a class="""" href=""http://travel.kompas.com/food-story"">Food Story</a></li><li><a class="""" href=""http://travel.kompas.com/travel-tips"">Travel Tips</a></li><li><a class="""" href=""http://travel.kompas.com/hotel-story"">Hotel Story</a></li><li><a class="""" href=""http://travel.kompas.com/gallery"">Gallery</a></li><li><a class="""" href=""http://indeks.kompas.com/indeks/index/travel"">Indeks</a></li></ul></li><li class=""""><a class="""" href=""http://edukasi.kompas.com"">Edukasi</a></li><li class=""""><a class="""" href=""http://kolom.kompas.com"">Kolom</a></li><li class=""""><a class="""" href=""http://foto.kompas.com"">Foto</a><ul class=""clearfix foto ""><li><a class="""" href=""http://foto.kompas.com/photo"">Today's Photo</a></li><li><a class="""" href=""http://foto.kompas.com/video"">Photo Motion</a></li></ul></li><li class=""""><a class="""" href=""http://video.kompas.com"">Video</a><ul class=""clearfix video ""><li><a class="""" href=""http://video.kompas.com/rubrik/tekno"">Tekno</a></li><li><a class="""" href=""http://video.kompas.com/rubrik/news"">News</a></li><li><a class="""" href=""http://video.kompas.com/rubrik/entertainment"">Entertainment</a></li><li><a class="""" href=""http://video.kompas.com/rubrik/lifestyle"">Lifestyle</a></li><li><a class="""" href=""http://video.kompas.com/rubrik/inspirasi"">Inspirasi</a></li><li><a class="""" href=""http://video.kompas.com/rubrik/travel"">Travel</a></li><li><a class="""" href=""http://video.kompas.com/rubrik/animations"">Animations</a></li></ul></li><li class=""""><a class="""" href=""http://tv.kompas.com/"">TV</a><ul class=""clearfix tv ""><li><a class="""" href=""http://tv.kompas.com/live"">LIVE</a></li><li><a class="""" href=""http://tv.kompas.com/rubrik/peristiwa"">Peristiwa</a></li><li><a class="""" href=""http://tv.kompas.com/rubrik/sports"">Sports</a></li><li><a class="""" href=""http://tv.kompas.com/rubrik/entertainment"">Entertainment</a></li><li><a class="""" href=""http://tv.kompas.com/rubrik/feature"">Feature</a></li><li><a class="""" href=""http://tv.kompas.com/rubrik/aiman"">Aiman</a></li><li><a class="""" href=""http://tv.kompas.com/rubrik/mencari.pemimpin"">Mencari Pemimpin</a></li><li><a class="""" href=""http://tv.kompas.com/rubrik/rosi"">Rosi</a></li><li><a class="""" href=""http://tv.kompas.com/rubrik/satu.meja"">Satu Meja</a></li><li><a class="""" href=""http://tv.kompas.com/rubrik/ultimate.u"">Ultimate U</a></li></ul></li><li class=""nav__item--hot""><a class="""" href=""http://vik.kompas.com"">VIK</a></li></ul> ","['ul', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'ul', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a']",-108,126,465,0,420.0
,[],0,0,0,0,0
,[],0,0,0,0,0
"<div class=""kcm-tag""></div>",['div'],0,0,1,0,0
"<span class=""title-tag"">TAG</span>",['span'],1,0,2,0,3.0
<ul></ul>,['ul'],0,0,1,0,0
"<li><a href=""http://bisniskeuangan.kompas.com/tag/shinkansen"">#shinkansen</a></li><li><a href=""http://bisniskeuangan.kompas.com/tag/kurs rupiah"">#kurs rupiah</a></li><li><a href=""http://bisniskeuangan.kompas.com/tag/RJ Lino"">#RJ Lino</a></li><li><a href=""http://bisniskeuangan.kompas.com/tag/emas"">#emas</a></li><li><a href=""http://bisniskeuangan.kompas.com/tag/Ignasius Jonan"">#Ignasius Jonan</a></li><li><a href=""http://bisniskeuangan.kompas.com/tag/wiraswasta"">#wiraswasta</a></li><li><a href=""http://bisniskeuangan.kompas.com/tag/pekerja asing"">#pekerja asing</a></li><li><a href=""http://bisniskeuangan.kompas.com/tag/Rizal Ramli"">#Rizal Ramli</a></li><li><a href=""http://bisniskeuangan.kompas.com/tag/reksa dana"">#reksa dana</a></li><li><a href=""http://bisniskeuangan.kompas.com/tag/IHSG"">#IHSG</a></li> ","['li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a', 'li', 'a']",-9,16,41,0,40.0
,[],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
"<div class=""row ads-top""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
"<div ;="""" id=""div-gpt-ad-709378328132220442-oop"" style=""position:absolute""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,1,0,0
,[],0,0,0,0,0
"<div align=""center"" class=""bannerTop1""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"<div id=""div-gpt-ad-709378328132220442-1""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
"<div class=""row kcm-main mt2 bggrad""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"<div class=""span8 mainside"" id=""leftside""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"<div class=""kcm-read""></div>",['div'],0,0,1,0,0
"<div class=""kcm-read-top clearfix""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"<ul class=""kcm-breadcrumb orange""></ul>",['ul'],0,0,1,0,0
"<li><h4><a href=""http://bisniskeuangan.kompas.com/"">Ekonomi</a></h4></li>","['li', 'h4', 'a']",0,1,6,0,6.5
"<li><h4><a href=""http://bisniskeuangan.kompas.com/makro"">Makro</a></h4></li>","['li', 'h4', 'a']",0,1,6,0,6.5
,[],0,0,1,0,0
,[],0,0,0,0,0
"<h2>Lima Jenis Harta Ini Paling Banyak Diungkap Pemohon ""Tax Amnesty"", Apa Saja?</h2>",['h2'],12,0,2,0,14.0
"<div class=""clearfix""></div>",['div'],0,0,1,0,0
"<div class=""kcm-date msmall grey"">Selasa, 4 Oktober 2016 | 09:08 WIB</div>",['div'],7,0,2,0,9.0
"<div class=""kcm-social-right kcm-social-share clearfix""></div>",['div'],0,0,1,0,0
<ul></ul>,['ul'],0,0,1,0,0
"<li><a href=""javascript:void(0);"" onclick=""fb_share('Lima Jenis Harta Ini Paling Banyak Diungkap Pemohon &quot;Tax Amnesty&quot;, Apa Saja?','http://bisniskeuangan.kompas.com/read/2016/10/04/090844726/lima.jenis.harta.ini.paling.banyak.diungkap.pemohon.tax.amnesty.apa.saja.')""><span class=""ico-shared icon-fb ico-bg bg-fb""></span></a></li>","['li', 'a', 'span']",0,0,6,0,0
"<li><a href=""javascript:void(0);"" onclick=""tweet_share('Lima Jenis Harta Ini Paling Banyak Diungkap Pemohon &quot;Tax Amnesty&quot;, Apa Saja? http://kom.ps/AFvfQe')""><span class=""ico-shared icon-tw ico-bg bg-tw""></span></a></li>","['li', 'a', 'span']",0,0,6,0,0
"<li><a href=""javascript:void(0);"" onclick=""plus_share('http://kom.ps/AFvfQe')""><span class=""ico-shared icon-gp2 ico-bg bg-gp""></span></a></li>","['li', 'a', 'span']",0,0,6,0,0
"<li><a href=""#komentar""><span class=""ico-shared icon-comment2 ico-bg bg-comment""></span><span class=""kcm-sosial-count"">komentar</span></a></li>","['li', 'a', 'span', 'span']",0,1,8,0,8.5
"<li><a class=""copylink"" data-url=""http://bisniskeuangan.kompas.com/read/2016/10/04/090844726/lima.jenis.harta.ini.paling.banyak.diungkap.pemohon.tax.amnesty.apa.saja."" href=""#""><span class=""ico-shared icon-link ico-bg bg-link""></span><span class=""kcm-sosial-count"">copy link</span></a></li>","['li', 'a', 'span', 'span']",0,2,8,0,9.0
,[],0,0,1,0,0
"<div class=""share-total""><div id=""total-count-atas""></div><span>Shares</span></div>","['div', 'div', 'span']",1,0,6,0,7.0
,[],0,0,1,0,0
,[],0,0,1,0,0
"<div class=""mb1""></div>",['div'],0,0,1,0,0
"<div class=""photo"" id=""674655"" style=""   max-width: 100% ; width:780px ""><img alt="""" data-aligment="""" data-width=""780px"" src=""http://assets.kompas.com/data/photo/2016/09/30/112745220160930-110008780x390.jpg""/><span class=""pb_10 author"">Alsadad Rudi</span> Sebagian warga pendaftar program tax amnesty di kantor Pajak Pratama (KPP) Menteng 2, Gambir, Jakarta Pusat terpantau harus duduk lesehan di lantai pada hari terakhir pendaftaran program tax amnesty, Jumat (30/9/2016).</div> ","['div', 'img', 'span']",33,0,7,0,40.0
,[],0,0,1,0,0
"<div class=""kcm-read-body clearfix""></div>",['div'],0,0,1,0,0
"<div class=""span2""></div>",['div'],0,0,1,0,0
"<div class=""kcm-read-terkait""></div>",['div'],0,0,1,0,0
<h3>Terkait</h3><ul> <li></li></ul>,"['h3', 'ul', 'li']",1,0,4,0,5.0
"<a href=""http://bisniskeuangan.kompas.com/read/2016/10/03/070400926/india.ternyata.juga.terapkan.tax.amnesty.bagaimana.hasilnya.?utm_source=RD&amp;utm_medium=box&amp;utm_campaign=Kaitrd"">India Ternyata Juga Terapkan “Tax Amnesty"", Bagaimana Hasilnya?</a>",['a'],0,8,2,0,6.0
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""http://bisniskeuangan.kompas.com/read/2016/10/03/121000526/ini.daftar.konglomerat.yang.buka-bukaan.ikut.tax.amnesty.?utm_source=RD&amp;utm_medium=box&amp;utm_campaign=Kaitrd"">Ini Daftar Konglomerat yang Buka-bukaan Ikut ""Tax Amnesty""…</a>",['a'],0,8,2,0,6.0
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""http://bisniskeuangan.kompas.com/read/2016/10/03/194128026/masuk.periode.dua.pelaporan.harta.tax.amnesty.tertahan.di.kisaran.rp.3.600.triliun.?utm_source=RD&amp;utm_medium=box&amp;utm_campaign=Kaitrd"">Masuk Periode Dua, Pelaporan Harta ""Tax Amnesty"" Tertahan di Kisaran Rp 3.600 Triliun </a>",['a'],0,13,2,0,8.5
,[],0,0,1,0,0
<li></li>,['li'],0,0,1,0,0
"<a href=""http://bisniskeuangan.kompas.com/read/2016/10/03/205933626/dirjen.pajak.ada.tambahan.wajib.pajak.26.746.orang.gara-gara.tax.amnesty.?utm_source=RD&amp;utm_medium=box&amp;utm_campaign=Kaitrd"">Dirjen Pajak: Ada Tambahan Wajib Pajak 26.746 Orang gara-gara ""Tax Amnesty""</a>",['a'],0,11,2,0,7.5
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
"<div class=""mb2 mt2 clearfix""></div>",['div'],0,0,1,0,0
"<div id=""div-gpt-ad-709378328132220442-9""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
,[],0,0,1,0,0
 ,[],0,0,2,0,0
"<div class=""span6""></div>",['div'],0,0,1,0,0
"<div class=""kcm-read-text-wrap""></div>",['div'],0,0,1,0,0
,[],0,0,0,0,0
"<div class=""kcm-read-text""></div>",['div'],0,0,1,0,0
"<p><strong>JAKARTA, KOMPAS.com</strong> - Program ""tax amnesty"" periode pertama sudah selesai. Direktorat Jenderal (Ditjen) Pajak Kementerian Keuangan melaporkan hasil terakhir pada 30 September 2016 pukul 24.00 WIB, uang tebusan mencapai Rp 97,2 triliun berdasarkan surat setoran pajak (SSP).</p>","['p', 'strong']",37,0,4,1,40.0
"<p>""Jumlah deklarasi harta angkanya bisa mencapai Rp 4.500 triliun. Saat ini belum selesai di-entry. Nanti kalau sudah selesai angkanya mendekati Rp 4.500 triliun,"" kata Direktur Jenderal Pajak Ken Dwijugiasteadi, Senin malam (3/10/2016).</p>",['p'],32,0,2,1,33.0
"<p>Ken menyampaikan, dari jenis harta yang diungkap, sebanyak 37,98 persen merupakan harta berupa kas dan setara kas. Harta jenis ini, kata Ken, sangat likuid dan bisa langsung digunakan untuk investasi. Nominalnya mencapai sekitar Rp 1.376,48 triliun.</p>",['p'],36,0,2,1,37.0
"<p>Harta kedua terbanyak yang diungkap pemohon amnesti pajak yaitu investasi dan surat berharga yang mencapai Rp 1.016,04 triliun atau sekitar 28,03 persen dari total harta yang dideklarasikan. ""Ini juga termasuk likuid,"" kata Ken.</p>",['p'],33,0,2,1,34.0
"<p>Pada peringkat ketiga, ada tanah, bangunan dan harta tak bergerak lainnya yang jumlahnya mencapai Rp 568,34 triliun atau sekitar 15,68 persen.</p>",['p'],21,0,2,1,22.0
"<p>Berikutnya di posisi keempat yaitu piutang dan persediaan sebesar Rp 472,39 triliun (13,03 persen).</p>",['p'],14,0,2,1,15.0
"<p><br/><iframe allowfullscreen=""true"" frameborder=""0"" height=""301px"" scrolling=""no"" src=""https://docs.google.com/spreadsheets/d/1SxftpWZ84wiS964P12owqvDK4k2iovLa8amEPN6rwbA/pubchart?oid=550085450&amp;format=interactive"" webkitallowfullscreen=""true"" width=""100%""></iframe></p>","['p', 'br', 'iframe']",0,0,6,2,0
"<p>""Terakhir adalah logam mulia dan barang berharga dan harta gerak lainnya, nominalnya mencapai Rp 141,98 triliun atau sebesar 3,92 persen dari total harta yang dideklarasikan,"" ungkap Ken.</p>",['p'],27,0,2,1,28.0
"<p>Dalam kesempatan sama Wakil Ketua Umum Asosiasi Pengusaha Indonesia (Apindo) Suryadi Sasmita mengatakan, ada juga pengusaha besar yang baru akan ikut tax amnesty pada periode kedua ini.</p>",['p'],27,0,2,1,28.0
"<p>Sebab, kata dia, dari survei ke beberapa rekan pebisnis ternyata ada yang baru menyelesaikan 70-80 persen harta yang dilaporkan.</p>",['p'],19,0,2,1,20.0
"<p>""Artinya dalam tiga bulan ini (sampai Desember) mereka masih ada sisa-sisa (harta yang mau dideklarasikan). Mereka akan masukkan (di periode kedua),"" kata Suryadi.</p> ",['p'],23,0,3,1,25.0
,[],0,0,0,0,0
,[],0,0,0,0,0
,[],0,0,0,0,0
"<div class=""kcm-read-copy mt2"" style=""width:100%;""></div>",['div'],0,0,1,0,0
"<table class=""grey""></table>",['table'],0,0,1,0,0
<tbody></tbody>,['tbody'],0,0,1,0,0
<tr><td>Penulis</td><td>: Estu Suryowati</td></tr> <tr></tr>,"['tr', 'td', 'td', 'tr']",3,0,7,0,10.0
<td>Editor</td>,['td'],1,0,2,0,3.0
<td>: Bambang Priyo Jatmiko</td>,['td'],4,0,2,0,6.0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,1,0,0
,[],0,0,0,0,0
"<link href=""http://assets.kompas.com/data/2015/kanal/bisnis/css/kcm-nps-style.css?v=2"" rel=""stylesheet"" type=""text/css""/>",['link'],0,0,1,0,0
"<div data-agent=""Mozilla/5.0 (Windows NT 10.0; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0"" data-articleid=""1081018"" data-ip=""125.163.233.216, 10.52.13.251"" data-siteid=""26"" id=""nps-data""></div>",['div'],0,0,2,0,0
"<div id=""nps""></div>",['div'],0,0,2,0,0
,[],0,0,0,0,0
"<div class=""kcm-social-share mt2 clearfix"" id=""btn-share-bawah""></div>",['div'],0,0,1,0,0
<ul></ul>,['ul'],0,0,1,0,0
"<li><a href=""javascript:void(0);"" onclick=""fb_share('Lima Jenis Harta Ini Paling Banyak Diungkap Pemohon &quot;Tax Amnesty&quot;, Apa Saja?','http://bisniskeuangan.kompas.com/read/2016/10/04/090844726/lima.jenis.harta.ini.paling.banyak.diungkap.pemohon.tax.amnesty.apa.saja.')""><span class=""ico-shared icon-fb ico-bg bg-fb""></span></a></li>","['li', 'a', 'span']",0,0,6,0,0
"<li><a href=""javascript:void(0);"" onclick=""tweet_share('Lima Jenis Harta Ini Paling Banyak Diungkap Pemohon &quot;Tax Amnesty&quot;, Apa Saja? http://kom.ps/AFvfQe')""><span class=""ico-shared icon-tw ico-bg bg-tw""></span></a></li>","['li', 'a', 'span']",0,0,6,0,0
